ID,Date,Location,Police District,Police Station,Police,News,Commission on Human Rights,Philippine Human Rights Information Center,Task for Detainees of the Philippines ,RiseUp for Life and Rights,Parishes,CCT-DRK Research,Barangay Holy Spirit Public Safety Office,Assailant
419,Jan-2017,Quezon City,QCPD,PS 04 Novaliches,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
420,Jan-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
422,Jan-2017,Quezon City,QCPD,PS 02 Masambong,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
423,Jan-2017,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
424,Jan-2017,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
425,Jan-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
426,Jan-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
427,Jan-2017,Quezon City,QCPD,PS 05 Fairview,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
428,Apr-2017,Quezon City,QCPD,PS 05 Fairview,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
438,Jul-2016,Quezon City,QCPD,PS 05 Fairview,1,1,,,,0.0,0.0,1.0,0.0,Police
441,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Police
442,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Police
456,Apr-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
462,Jun-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Police
470,Jul-2017,Quezon City,QCPD,PS 02 Masambong,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
471,Jul-2017,Quezon City,QCPD,PS 02 Masambong,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
472,Jul-2017,Quezon City,QCPD,PS 02 Masambong,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
474,Jul-2017,Quezon City,QCPD,PS 02 Masambong,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
483,Aug-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
492,Jun-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
493,Jun-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
494,Jun-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
495,Jun-2017,Quezon City,QCPD,PS 01 La Loma,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
496,Jun-2017,Quezon City,QCPD,PS 01 La Loma,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
497,May-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Police
498,May-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Police
499,May-2017,Quezon City,QCPD,PS 09 Quirino,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Police
500,May-2017,Quezon City,QCPD,PS 09 Quirino,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
501,May-2017,Quezon City,QCPD,PS 09 Quirino,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Police
502,Nov-2016,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
503,Jul-2016,Quezon City,QCPD,PS 06 Batasan,1,0,,,,0.0,0.0,0.0,0.0,Police
504,Jul-2016,Quezon City,QCPD,PS 06 Batasan,1,0,,,,0.0,0.0,0.0,0.0,Police
505,Jul-2016,Quezon City,QCPD,PS 06 Batasan,1,0,,,,0.0,0.0,0.0,0.0,Police
506,Nov-2016,Quezon City,QCPD,PS 03 Talipapa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
592,Aug-2016,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Police
607,Aug-2017,Quezon City,QCPD,PS 09 Quirino,0,0,1.0,,0.0,1.0,0.0,0.0,0.0,Police
610,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Police
611,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Police
612,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
613,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
614,Aug-2017,Quezon City,QCPD,PS 04 Novaliches,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
618,Aug-2017,Quezon City,QCPD,PS 12 Libis,0,1,0.0,,0.0,0.0,0.0,0.0,0.0,Police
623,Aug-2017,Quezon City,QCPD,PS 11 Galas,0,1,0.0,,0.0,0.0,0.0,0.0,0.0,Police
631,Aug-2017,Quezon City,QCPD,PS 11 Galas,0,1,0.0,,0.0,0.0,0.0,0.0,0.0,Police
657,Sep-2016,Quezon City,QCPD,,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Police
658,Oct-2016,Quezon City,QCPD,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
661,Oct-2016,Quezon City,QCPD,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
662,Dec-2016,Quezon City,QCPD,,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Police
664,Jul-2016,Quezon City,QCPD,,0,1,,,,0.0,0.0,1.0,,Police
665,Oct-2016,Quezon City,QCPD,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
668,Sep-2016,Quezon City,QCPD,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Police
702,Aug-2016,Quezon City,QCPD,,1,1,,,,0.0,0.0,0.0,0.0,Police
703,Jan-2017,Quezon City,QCPD,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
706,Jul-2017,Quezon City,QCPD,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
707,Jul-2017,Quezon City,QCPD,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Police
